poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence,synonyms,hitl_split_flag,hitl_members
ARDS_POI:01963,immunocompromised-patients,Immunocompromised patients,POI_population,,,,,D007153,C0021311,promoted_from_kg,26444879,1,,,,Immunocompromised Host,Immunocompromised patients,claude_api,HIGH,,,
ARDS_POI:01974,increased-total-weaning-duration,Increased total weaning duration,POI_outcome,,,,,D014886,C0043227,promoted_from_kg,10390384,1,,,,Prolonged weaning duration,Increased total weaning duration,claude_api,MEDIUM,,,
ARDS_POI:01980,adrenal-insufficiency,Adrenal insufficiency,POI_disease,,,,DOID:12808,http://purl.bioontology.org/ontology/MESH/D000309,C0001623,promoted_from_kg,28940011,1,,,,Adrenal Insufficiency,Adrenal insufficiency,claude_api,HIGH,,,
ARDS_POI:01982,diaphragm-fatigue,Diaphragm fatigue,POI_mechanism,,,,,D005221,C0232693,promoted_from_kg,12411288,1,,,,Diaphragmatic Fatigue,Diaphragm fatigue,claude_api,HIGH,,,
ARDS_POI:01983,diaphragmatic-weakness,Diaphragmatic weakness,POI_mechanism,,,,,D003968,C0231526,promoted_from_kg,12411288,1,,,,Diaphragmatic Weakness,Diaphragmatic weakness,claude_api,HIGH,,,
ARDS_POI:01984,rib-cage-muscle-recruitment,Rib cage muscle recruitment,POI_mechanism,,,,,D018763,C0026845,promoted_from_kg,12411288,1,,GO:0006936,,Muscle recruitment,Rib cage muscle recruitment,claude_api,MEDIUM,,,
ARDS_POI:01985,expiratory-muscle-recruitment,Expiratory muscle recruitment,POI_mechanism,,,,,D005541,C0231814,promoted_from_kg,12411288,1,,GO:0045272,,Expiratory muscle recruitment,Expiratory muscle recruitment,claude_api,HIGH,,,
ARDS_POI:01988,improved-mods-score,Improved MODS score,POI_outcome,,,,,D009102,C0026770,promoted_from_kg,19325471,1,,,,Multiple Organ Dysfunction Syndrome Score,Improved MODS score,claude_api,HIGH,,,
ARDS_POI:01992,improved-ventilation-perfusion-vaq,Improved ventilation-perfusion relationships (VA/Q),POI_outcome,,,,,D010812,C0042813,promoted_from_kg,7956412,1,,,,Ventilation-Perfusion Ratio,Improved ventilation-perfusion relationships (VA/Q),claude_api,HIGH,,,
ARDS_POI:01993,decreased-shunt-perfusion,Decreased shunt perfusion,POI_mechanism,,,,,D010477,C0333150,promoted_from_kg,7956412,1,,,,Shunt perfusion decrease,Decreased shunt perfusion,claude_api,MEDIUM,,,
ARDS_POI:01997,reduced-gi-intolerance,Reduced gastrointestinal intolerance,POI_outcome,,,,,D004415,C0232527,promoted_from_kg,21242788,1,,,,Gastrointestinal Intolerance,Reduced gastrointestinal intolerance,claude_api,HIGH,,,
ARDS_POI:02001,extracorporeal-life-support,Extracorporeal life support,POI_intervention,,,,DOID:11394,D005016,C0013376,promoted_from_kg,33140180|31408142,2,,,,Extracorporeal Life Support,Extracorporeal life support,claude_api,HIGH,,,
ARDS_POI:02004,alveolar-strain-minimization,Alveolar strain minimization,POI_mechanism,,,,,D000080005,C0333572,promoted_from_kg,19910610,1,,GO:0001765,,alveolar strain,Alveolar strain minimization,claude_api,MEDIUM,,,
ARDS_POI:02016,acute-asthma,Acute asthmatic attack,POI_context,,,,DOID:2841,D001249,C0004096,promoted_from_kg,12684289,1,,,,Asthma Attack,Acute asthmatic attack,claude_api,HIGH,,,
ARDS_POI:02019,dead-space-fraction-vd-vt,Dead space fraction (Vd/Vt),POI_mechanism,,,,,D012121,C0034096,promoted_from_kg,30211618,1,,,,Dead space ventilation,Dead space fraction (Vd/Vt),rule,HIGH,,,
ARDS_POI:02020,failure-to-control-viral-replication,Failure to control viral replication,POI_mechanism,,,,,D014779,C0042769,promoted_from_kg,35255492,1,,GO:0019079,,Viral replication,Failure to control viral replication,claude_api,MEDIUM,,,
ARDS_POI:02022,enhanced-intravascular-coagulation,Enhanced intravascular coagulation,POI_disease,,,,DOID:11247,D004839,C0012833,promoted_from_kg,35255492,1,,,,Disseminated intravascular coagulation,Enhanced intravascular coagulation,claude_api,MEDIUM,,,
ARDS_POI:02027,neutrophil-elastase-inhibition,Neutrophil elastase inhibition,POI_mechanism,,,,,D053481,C1272753,promoted_from_kg,15286546,1,,GO:0010951,,Neutrophil Elastase Inhibition,Neutrophil elastase inhibition,claude_api,HIGH,,,
ARDS_POI:02030,reduced-shunt-flow,Reduced shunt flow,POI_outcome,,,,,D015994,C0560088,promoted_from_kg,8630585,1,,,,Shunt Flow,Reduced shunt flow,claude_api,MEDIUM,,,
ARDS_POI:02031,aerosolized-prostacyclin,Aerosolized prostacyclin,POI_intervention,,,,,D011396,C0033367,promoted_from_kg,8630585,1,CHEBI:26347,,,Prostacyclin,Aerosolized prostacyclin,claude_api,HIGH,,,
ARDS_POI:02037,impact-on-critical-care-capacity,Impact on critical care capacity,POI_outcome,,,,,D017586,C0010780,promoted_from_kg,12865378,1,,,,Critical Care Capacity,Impact on critical care capacity,claude_api,MEDIUM,,,
ARDS_POI:02038,sars-during-outbreak,SARS outbreak context,POI_context,,,,DOID:2945,D045169,C0038013,promoted_from_kg,12865378,1,,,,SARS outbreak,SARS outbreak context,claude_api,HIGH,,,
ARDS_POI:02042,chronic-respiratory-disorders,Chronic respiratory disorders,POI_population,,,,DOID:1816,D012140,C0008768,promoted_from_kg,19682735,1,,,,Chronic Respiratory Diseases,Chronic respiratory disorders,claude_api,HIGH,,,
ARDS_POI:02043,reduced-respiratory-rate,Reduced respiratory rate,POI_outcome,,,,,D012131,C0235764,promoted_from_kg,8797425,1,,,,Respiratory rate decreased,Reduced respiratory rate,claude_api,HIGH,,,
ARDS_POI:02061,manually-mechanically-assisted-coughing,Manually and mechanically assisted coughing,POI_intervention,,,,,D003371,C0010200,promoted_from_kg,11083691,1,,,,Assisted cough,Manually and mechanically assisted coughing,claude_api,HIGH,,,
ARDS_POI:02063,neuromuscular-disease,Neuromuscular disease,POI_population,,,,DOID:440,http://purl.bioontology.org/ontology/MESH/D009468,C0027868,promoted_from_kg,11083691,1,,,MONDO:0019056,Neuromuscular Diseases,Neuromuscular disease,claude_api,HIGH,,,
ARDS_POI:02065,reduced-patient-comfort,Reduced patient comfort,POI_outcome,,,,,D000328,C2919552,promoted_from_kg,19183949,1,,,,Patient Comfort,Reduced patient comfort,claude_api,MEDIUM,,,
ARDS_POI:02066,ventilator-leak-magnitude,Ventilator leak magnitude,POI_mechanism,,,,,D045666,C0428705,promoted_from_kg,19183949,1,,,,Ventilator leak,Ventilator leak magnitude,claude_api,MEDIUM,,,
ARDS_POI:02069,48-hr-neuromuscular-blocking-agents-nmba,48-hr NMBA infusion,POI_intervention,,,,,D018686,C0027888,promoted_from_kg,14707568,1,,,,neuromuscular blocking agent infusion,48-hr NMBA infusion,claude_api,HIGH,cisatracurium,,
ARDS_POI:02077,reduced-postoperative-respiratory-complications,Reduced postoperative respiratory complications,POI_outcome,,,,,D011656,C0032943,promoted_from_kg,26174419,1,,,,Postoperative Respiratory Complications,Reduced postoperative respiratory complications,claude_api,HIGH,,,
ARDS_POI:02078,non-cardiac-surgery,Non-cardiac surgery,POI_context,,,,,D013504,C0038895,promoted_from_kg,26174419,1,,,,Noncardiac Surgery,Non-cardiac surgery,claude_api,HIGH,,,
ARDS_POI:02081,no-difference-physical-function-1-3-6mo,"No difference in physical function at 1, 3, 6 months",POI_outcome,,,,,D010809,C0031843,promoted_from_kg,26651376,1,,,,physical function,"No difference in physical function at 1, 3, 6 months",claude_api,HIGH,,,
ARDS_POI:02082,early-pt-intervention,Early PT intervention,POI_intervention,,,,,D026741,C0949624,promoted_from_kg,26651376,1,,,,Physical Therapy Intervention,Early PT intervention,claude_api,HIGH,,,
ARDS_POI:02097,reduced-fio2-requirements,Reduced FiO2 requirements,POI_outcome,,,,,D005456,C0015914,promoted_from_kg,8275731,1,,,,Fraction of Inspired Oxygen,Reduced FiO2 requirements,claude_api,HIGH,,,
ARDS_POI:02098,lung-injury-score-improvement,Lung injury score improvement,POI_outcome,,,,,D011656,C0032943,promoted_from_kg,8275731,1,,,,Lung injury improvement,Lung injury score improvement,claude_api,MEDIUM,,,
ARDS_POI:02100,poor-hospital-discharge-outcomes,Poor hospital discharge outcomes,POI_outcome,,,,,D006365,C0020538,promoted_from_kg,26003390,1,,,,Hospital Discharge,Poor hospital discharge outcomes,claude_api,MEDIUM,,,
ARDS_POI:02101,worse-outcomes-in-usa,Worse outcomes in USA,POI_context,,,,,D000071116,C0087113,promoted_from_kg,26003390,1,,,,Clinical Outcome,Worse outcomes in USA,claude_api,MEDIUM,,,
ARDS_POI:02103,united-states,United States,POI_context,,,,,http://purl.bioontology.org/ontology/MESH/D014481,,promoted_from_kg,12794394,1,,,,United States,United States,claude_api,LOW,,,
ARDS_POI:02107,reduced-time-to-clinical-stability,Reduced time to clinical stability,POI_outcome,,,,,D061345,C3661409,promoted_from_kg,26258555,1,,,,Time to Clinical Stability,Reduced time to clinical stability,claude_api,HIGH,,,
ARDS_POI:02109,increased-hyperglycemia-requiring-treatment,Increased hyperglycemia requiring treatment,POI_outcome,,,,DOID:4214,D006943,C0020456,promoted_from_kg,26258555,1,,,,Hyperglycemia,Increased hyperglycemia requiring treatment,claude_api,HIGH,,,
ARDS_POI:02113,poor-quality-adjusted-survival-12m,Poor quality-adjusted survival at 12 months,POI_outcome,,,,,D019803,C0034530,promoted_from_kg,11371406,1,,,,Quality-Adjusted Life Years,Poor quality-adjusted survival at 12 months,claude_api,MEDIUM,,,
ARDS_POI:02115,upper-inflection-point-identification,Upper inflection point identification,POI_mechanism,,,,,,,promoted_from_kg,7599810,1,,,,Upper inflection point identification,Upper inflection point identification,claude_api,LOW,,,
ARDS_POI:02130,longer-hospital-stay,Longer hospital stay,POI_outcome,,,,,D006760,C0023303,promoted_from_kg,12204871,1,,,,Length of Hospital Stay,Longer hospital stay,claude_api,HIGH,,,
ARDS_POI:02131,higher-hospital-costs,Higher hospital costs,POI_outcome,,,,,D017722,C0019867,promoted_from_kg,12204871,1,,,,Hospital Costs,Higher hospital costs,claude_api,HIGH,,,
ARDS_POI:02137,compartmental-chest-wall-volume-measurement,Compartmental chest wall volume measurement,POI_outcome,,,,,D002924,C0817096,promoted_from_kg,10806152,1,,,,Chest Wall Volume,Compartmental chest wall volume measurement,claude_api,MEDIUM,,,
ARDS_POI:02138,abdominal-contribution-inspired-volume,Abdominal contribution to inspired volume,POI_outcome,,,,,D001762,C0001949,promoted_from_kg,10806152,1,,,,Abdominal breathing,Abdominal contribution to inspired volume,claude_api,MEDIUM,,,
ARDS_POI:02144,reduced-respiratory-muscle-pressure-time-index,Reduced respiratory muscle pressure-time index,POI_outcome,,,,,D012119,C0035245,promoted_from_kg,9927347,1,,,,Respiratory muscle pressure-time index,Reduced respiratory muscle pressure-time index,claude_api,HIGH,,,
ARDS_POI:02147,improved-breathing-pattern-synchrony,Improved breathing pattern and synchrony,POI_outcome,,,,,D012119,C0035203,promoted_from_kg,9927347,1,,GO:0007588,,respiratory synchronization,Improved breathing pattern and synchrony,claude_api,MEDIUM,,,
ARDS_POI:02148,airway-resistance-reduction-tracheostomy,Airway resistance reduction with tracheostomy,POI_intervention,,,,,D000402,C0232233,promoted_from_kg,9927347,1,,,,Airway resistance,Airway resistance reduction with tracheostomy,claude_api,HIGH,,,
ARDS_POI:02155,improved-arterial-blood-gases,Improved arterial blood gases,POI_outcome,,,,,D001784,C0428974,promoted_from_kg,21424246|10890620,2,,,,Arterial blood gas analysis,Improved arterial blood gases,claude_api,HIGH,,,
ARDS_POI:02156,improved-patient-tolerance,Improved patient tolerance,POI_outcome,,,,,D064888,C0039798,promoted_from_kg,10890620,1,,,,Treatment Tolerance,Improved patient tolerance,claude_api,MEDIUM,,,
ARDS_POI:02159,bispectral-index-monitoring,Bispectral Index monitoring,POI_intervention,,,,,D018622,C0813455,promoted_from_kg,10470756,1,,,,Bispectral Index,Bispectral Index monitoring,claude_api,HIGH,,,
ARDS_POI:02163,worse-respiratory-status,Worse respiratory status,POI_outcome,,,,,D012119,C0035222,promoted_from_kg,10470756,1,,,,Respiratory Status Deterioration,Worse respiratory status,claude_api,HIGH,,,
ARDS_POI:02164,trauma,Trauma,POI_mechanism,,,,DOID:0050384,http://purl.bioontology.org/ontology/MESH/D014947,C0043250,promoted_from_kg,12441753|18626628,2,,,MONDO:0021178,Wounds and Injuries,Trauma,claude_api,HIGH,,,
ARDS_POI:02165,gastric-aspiration,Gastric aspiration,POI_mechanism,,,,,D004322,C0016959,promoted_from_kg,12441753,1,,,,Gastric Aspiration,Gastric aspiration,claude_api,HIGH,,,
ARDS_POI:02168,mccabe-score,McCabe score,POI_mechanism,,,,,D019606,C0581379,promoted_from_kg,12441753,1,,,,McCabe score,McCabe score,claude_api,HIGH,,,
ARDS_POI:02175,reduced-anxiety-in-ventilated-patients,Reduced anxiety in ventilated patients,POI_outcome,,,,,D001007,C0003469,promoted_from_kg,23689789,1,,,,Anxiety,Reduced anxiety in ventilated patients,claude_api,HIGH,,,
ARDS_POI:02176,reduced-sedative-exposure-ventilated-patients,Reduced sedative exposure in ventilated patients,POI_outcome,,,,,D012594,C0036643,promoted_from_kg,23689789,1,,,,Sedative exposure reduction,Reduced sedative exposure in ventilated patients,claude_api,MEDIUM,,,
ARDS_POI:02178,respiratory-therapist-driven-protocol,Respiratory therapist-driven protocol,POI_intervention,,,,,D002985,C0035204,promoted_from_kg,9927355,1,,,,Respiratory therapist-driven protocol,Respiratory therapist-driven protocol,claude_api,MEDIUM,,,
ARDS_POI:02180,daily-screening-of-patients,Daily screening of patients,POI_mechanism,,,,,D015screening,C0220908,promoted_from_kg,9927355,1,,,,Patient Screening,Daily screening of patients,claude_api,MEDIUM,,,
ARDS_POI:02182,physician-prompt,Physician prompt,POI_mechanism,,,,,,,promoted_from_kg,9927355,1,,,,Physician prompt,Physician prompt,claude_api,LOW,,,
ARDS_POI:02202,thoracic-surgery,Thoracic surgery,POI_context,,,,,D013913,C0040132,promoted_from_kg,16352797|25466352,2,,,,Thoracic Surgery,Thoracic surgery,claude_api,HIGH,,,
ARDS_POI:02203,postoperative-period,Postoperative period,POI_context,,,,,D011078,C0231552,promoted_from_kg,21757571|25466352,2,,,,Postoperative period,Postoperative period,claude_api,HIGH,,,
ARDS_POI:02207,noninvasive-testing,Noninvasive diagnostic testing,POI_intervention,,,,,D003955,C0011747,promoted_from_kg,20581167,1,,,,"Diagnostic Tests, Routine",Noninvasive diagnostic testing,claude_api,MEDIUM,,,
ARDS_POI:02208,no-inferior-diagnosis-rate,No inferior diagnosis rate,POI_outcome,,,,,,C0011849,promoted_from_kg,20581167,1,,,,Absence of inferior diagnosis,No inferior diagnosis rate,claude_api,LOW,,,
ARDS_POI:02209,hematology-oncology-patients,Hematology and oncology patients,POI_population,,,,,D006402,C0018801,promoted_from_kg,20581167,1,,,,Hematologic and Oncologic Patients,Hematology and oncology patients,claude_api,HIGH,,,
ARDS_POI:02214,no-reduction-ppcs-cardiac-abdominal,No reduction in PPCs after cardiac or abdominal surgery,POI_outcome,,,,DOID:0001816,D011656,C0032943,promoted_from_kg,11555536,1,,,,postoperative complications,No reduction in PPCs after cardiac or abdominal surgery,claude_api,MEDIUM,,,
ARDS_POI:02217,improved-respiratory-parameters,Improved respiratory parameters,POI_outcome,,,,,D012122,C0035237,promoted_from_kg,21958974,1,,GO:0007588,,Respiratory function,Improved respiratory parameters,claude_api,HIGH,,,
ARDS_POI:02219,reduced-nosocomial-infections,Reduced nosocomial infections,POI_outcome,,,,,D009322,C0022400,promoted_from_kg,18626628,1,,,,Nosocomial infection reduction,Reduced nosocomial infections,claude_api,HIGH,,,
ARDS_POI:02221,burn,Burn injury,POI_context,,,,DOID:0060041,D002057,C0006277,promoted_from_kg,18626628,1,,,,Burns,Burn injury,claude_api,HIGH,,,
ARDS_POI:02222,arginine-supplementation,Arginine supplementation,POI_intervention,,,,,D001177,C0003765,promoted_from_kg,18626628,1,CHEBI:29016,,,Arginine supplementation,Arginine supplementation,claude_api,HIGH,,,
ARDS_POI:02223,glutamine-supplementation,Glutamine supplementation,POI_intervention,,,,,D005973,C0017968,promoted_from_kg,18626628,1,CHEBI:29985,,,Glutamine supplementation,Glutamine supplementation,claude_api,HIGH,,,
ARDS_POI:02234,improved-clinical-recovery,Improved clinical recovery,POI_outcome,,,,,D020127,C0677647,promoted_from_kg,34874419,1,,,,Clinical Recovery,Improved clinical recovery,claude_api,HIGH,,,
ARDS_POI:02239,suburban-community,Suburban community context,POI_context,,,,,D014504,C0042348,promoted_from_kg,20693377,1,,,,Urban and Rural Health,Suburban community context,claude_api,MEDIUM,,,
ARDS_POI:02240,opioid-withdrawal,Opioid withdrawal,POI_mechanism,,,,DOID:0050758,D013375,C0029004,promoted_from_kg,9559604,1,,,,Opioid Withdrawal Syndrome,Opioid withdrawal,claude_api,HIGH,,,
ARDS_POI:02241,benzodiazepine-withdrawal,Benzodiazepine withdrawal,POI_mechanism,,,,DOID:0050747,D001523,C0006457,promoted_from_kg,9559604,1,,,,Benzodiazepine Withdrawal,Benzodiazepine withdrawal,claude_api,HIGH,,,
ARDS_POI:02242,sedative-withdrawal,Sedative withdrawal,POI_mechanism,,,,DOID:0050742,D013375,C0036564,promoted_from_kg,9559604,1,,,,Sedative Withdrawal,Sedative withdrawal,claude_api,HIGH,,,
ARDS_POI:02244,propofol-withdrawal,Propofol withdrawal,POI_mechanism,,,,,D000077206,C0424799,promoted_from_kg,9559604,1,CHEBI:8788,,,Propofol Withdrawal Syndrome,Propofol withdrawal,claude_api,HIGH,,,
ARDS_POI:02245,acute-withdrawal-syndrome,Acute withdrawal syndrome,POI_outcome,,,,DOID:0050742,D013375,C0039268,promoted_from_kg,9559604,1,,,,Acute Withdrawal Syndrome,Acute withdrawal syndrome,claude_api,HIGH,,,
ARDS_POI:02248,nf-kappa-b-activation,NF-kappa B activation,POI_mechanism,,,,,D000072000,C1155361,promoted_from_kg,8706481,1,,GO:0038122,,NF-kappa B signaling pathway,NF-kappa B activation,claude_api,HIGH,,,
ARDS_POI:02250,acute-exacerbations-chronic-obstructive-pulmonary-disease,Acute exacerbations of chronic obstructive pulmonary disease,POI_disease,,,,DOID:0050741,D011628,C0024117,promoted_from_kg,11281745,1,,,,Acute Exacerbation of Chronic Obstructive Pulmonary Disease,Acute exacerbations of chronic obstructive pulmonary disease,claude_api,HIGH,,,
ARDS_POI:02253,reduced-total-lung-volume-ali,Reduced total lung volume in ALI,POI_outcome,,,,,D012128,C0035222,promoted_from_kg,9817720,1,,,,Reduced Lung Volume,Reduced total lung volume in ALI,claude_api,HIGH,,,
ARDS_POI:02254,cephalocaudal-gradient-aeration,Cephalocaudal gradient in aeration,POI_outcome,,,,,,C0552047,promoted_from_kg,9817720,1,,,,Cephalocaudal gradient in aeration,Cephalocaudal gradient in aeration,claude_api,MEDIUM,,,
ARDS_POI:02277,autopsy-population,Autopsy population,POI_context,,,,,D001271,C0003811,promoted_from_kg,15381517,1,,,,Autopsy,Autopsy population,claude_api,MEDIUM,,,
ARDS_POI:02280,reduced-inspiratory-effort,Reduced inspiratory effort,POI_outcome,,,,,D045666,C0231874,promoted_from_kg,28762180,1,,,,Inspiratory effort reduction,Reduced inspiratory effort,claude_api,HIGH,,,
ARDS_POI:02288,high-incidence-elderly,High incidence in elderly,POI_population,,,,,D000368,C0001792,promoted_from_kg,11035684,1,,,,Elderly Population,High incidence in elderly,claude_api,MEDIUM,,,
ARDS_POI:02293,chronic-alcohol-abuse,Chronic alcohol abuse,POI_intervention,,,,DOID:0050741,D000230,C0001948,promoted_from_kg,12626999,1,,,,"Alcohol Use Disorder, Chronic",Chronic alcohol abuse,claude_api,HIGH,,,
ARDS_POI:02302,reduced-dyspnea-opioid-use,Reduced dyspnea and opioid use,POI_outcome,,,,,D004244,C0012833,promoted_from_kg,23406914,1,,,,Dyspnea reduction,Reduced dyspnea and opioid use,claude_api,HIGH,,,
ARDS_POI:02303,end-stage-cancer,End-stage cancer,POI_context,,,,DOID:162,D009369,C0006826,promoted_from_kg,23406914,1,,,,Advanced Cancer,End-stage cancer,claude_api,HIGH,,,
ARDS_POI:02304,palliative-care,Palliative care context,POI_context,,,,,D010307,C0030705,promoted_from_kg,23406914,1,,,,Palliative care,Palliative care context,claude_api,HIGH,,,
ARDS_POI:02306,blunted-epo-response-critical-illness,Blunted EPO response in critical illness,POI_mechanism,,,,,D004921,C0014816,promoted_from_kg,9069000,1,CHEBI:33762,GO:0038127,,Erythropoietin Response,Blunted EPO response in critical illness,claude_api,MEDIUM,,,
ARDS_POI:02310,no-change-in-sustained-fio2-decrease-72h,No change in sustained FiO2 decrease at 72h,POI_outcome,,,,,D016535,C0016440,promoted_from_kg,9603111,1,,,,Sustained FiO2 decrease,No change in sustained FiO2 decrease at 72h,claude_api,MEDIUM,,,
ARDS_POI:02312,underlying-lung-disease,Underlying lung disease,POI_context,,,,DOID:850,D008171,C0024115,promoted_from_kg,14991090,1,,,,Lung Diseases,Underlying lung disease,claude_api,HIGH,,,
ARDS_POI:02315,chronic-respiratory-failure,Chronic respiratory failure,POI_disease,,,,DOID:11162,D012131,C0035229,promoted_from_kg,9563730|12527605,2,,,,"Respiratory Insufficiency, Chronic",Chronic respiratory failure,claude_api,HIGH,,,
ARDS_POI:02322,increased-ambulation,Increased ambulation,POI_outcome,,,,,D008478,C0024671,promoted_from_kg,18379236,1,,,,Ambulation,Increased ambulation,claude_api,HIGH,,,
ARDS_POI:02324,respiratory-intensive-care-transfer,Transfer to respiratory ICU,POI_mechanism,,,,,D007362,C0587437,promoted_from_kg,18379236,1,,,,"Intensive Care Unit, Respiratory",Transfer to respiratory ICU,claude_api,HIGH,,,
ARDS_POI:02338,spontaneous-recovery,spontaneous recovery,POI_outcome,,,,,D020127,C0237820,promoted_from_kg,12403693,1,,,,spontaneous recovery,spontaneous recovery,claude_api,HIGH,,,
ARDS_POI:02342,reduced-pulmonary-artery-pressure,Reduced pulmonary artery pressure,POI_outcome,,,,,D011439,C0034067,promoted_from_kg,8618485,1,,,,Pulmonary artery pressure decreased,Reduced pulmonary artery pressure,claude_api,HIGH,,,
ARDS_POI:02356,increased-invasive-pulmonary-aspergillosis,Increased invasive pulmonary aspergillosis,POI_outcome,,,,DOID:13238,D001234,C0004030,promoted_from_kg,22895826,1,,,,Invasive Pulmonary Aspergillosis,Increased invasive pulmonary aspergillosis,claude_api,HIGH,,,
ARDS_POI:02357,critical-illness-h1n1,Critical illness with H1N1 virus infection,POI_context,,,,DOID:8469,D006559,C0019675,promoted_from_kg,22895826,1,,,,Severe influenza A virus infection,Critical illness with H1N1 virus infection,claude_api,HIGH,,,
ARDS_POI:02363,treatment-benefit-variability-critical-illness,Treatment benefit variability in critical illness,POI_mechanism,,,,,D016896,C0237753,promoted_from_kg,26177009,1,,,,Treatment outcome heterogeneity,Treatment benefit variability in critical illness,claude_api,MEDIUM,,,
ARDS_POI:02365,old-age-70y,Old age >= 70 years,POI_population,,,,,D000368,C0804405,promoted_from_kg,11777361,1,,,,Aged,Old age >= 70 years,claude_api,HIGH,,,
ARDS_POI:02369,vitamin-c-thiamine-hydrocortisone,"Vitamin C, thiamine, and hydrocortisone",POI_intervention,,,,,D014810,C0042295,promoted_from_kg,33620405,1,CHEBI:15377,,,"Vitamin C, thiamine, and hydrocortisone combination therapy","Vitamin C, thiamine, and hydrocortisone",claude_api,MEDIUM,,,
ARDS_POI:02374,respiratory-rate-greater-than-equal-to-30-breaths-per-min,Respiratory rate ≥30 breaths/min,POI_intervention,,,,,D012119,C0035203,promoted_from_kg,29099420,1,,,,Respiratory rate,Respiratory rate ≥30 breaths/min,claude_api,HIGH,,,
ARDS_POI:02376,increased-heart-rate,Increased heart rate,POI_intervention,,,,DOID:8499,D013610,C0039231,promoted_from_kg,29099420,1,,,,Tachycardia,Increased heart rate,claude_api,HIGH,,,
ARDS_POI:02394,status-asthmaticus,Status asthmaticus,POI_disease,,,,DOID:9362,http://purl.bioontology.org/ontology/MESH/D013224,C0152097,promoted_from_kg,9927362,1,,,MONDO:0004766,Status asthmaticus,Status asthmaticus,claude_api,HIGH,,,
ARDS_POI:02428,lv-end-diastolic-volume-reduction,Reduced left ventricular end-diastolic volume,POI_mechanism,,,,,D016275,C0025243,promoted_from_kg,10559099,1,,,,Left Ventricular End-Diastolic Volume,Reduced left ventricular end-diastolic volume,claude_api,HIGH,,,
ARDS_POI:02435,elevated-fio2-requirement,Elevated FiO2 requirement,POI_outcome,,,,,D010100,C0231978,promoted_from_kg,32697482,1,,,,Elevated Fraction of Inspired Oxygen,Elevated FiO2 requirement,claude_api,HIGH,,,
ARDS_POI:02440,time-to-2-point-clinical-improvement,Time to 2-point clinical improvement,POI_outcome,,,,,D013997,C0039798,promoted_from_kg,33676590,1,,,,Time to clinical improvement,Time to 2-point clinical improvement,claude_api,MEDIUM,,,
ARDS_POI:02441,proportion-alive-at-day-29,Proportion alive at day 29,POI_outcome,,,,,D016019,C0038954,promoted_from_kg,33676590,1,,,,Survival at day 29,Proportion alive at day 29,claude_api,HIGH,,,
ARDS_POI:02451,038-per-1000-adult-population,"0.38 per 1,000 adult population",POI_outcome,,,,,D015994,C0021149,promoted_from_kg,17225161,1,,,,incidence rate,"0.38 per 1,000 adult population",claude_api,MEDIUM,,,
ARDS_POI:02452,finland,Finland,POI_context,,,,,D005260,C0015685,promoted_from_kg,17225161,1,,,,Finland,Finland,claude_api,LOW,,,
ARDS_POI:02463,inappropriate-neutrophil-adhesion-migration,Inappropriate neutrophil adhesion and transendothelial migration,POI_mechanism,,,,,D020446,C1155362,promoted_from_kg,8810592,1,,GO:0090022,,neutrophil transendothelial migration,Inappropriate neutrophil adhesion and transendothelial migration,claude_api,HIGH,,,
ARDS_POI:02464,cytokine-primed-neutrophil-activation,Cytokine priming of neutrophils,POI_mechanism,,,,,D016213,C0027949,promoted_from_kg,8810592,1,,GO:0006954,,cytokine priming of neutrophils,Cytokine priming of neutrophils,claude_api,HIGH,,,
ARDS_POI:02473,alveolar-opening-pressure-heterogeneity,Heterogeneity of alveolar opening pressures,POI_mechanism,,,,,D000527,C0001675,promoted_from_kg,11549535,1,,,,alveolar opening pressure,Heterogeneity of alveolar opening pressures,claude_api,MEDIUM,,,
ARDS_POI:02479,coagulopathy,Coagulopathy,POI_outcome,,,,SYMP:0019143,D001778,C0393551,promoted_from_kg,32631393,1,,,MONDO:0001531,Coagulopathy,Coagulopathy,claude_api,HIGH,,,
ARDS_POI:02480,acute-cardiac-injury,Acute cardiac injury,POI_outcome,,,,DOID:0080206,D056754,C4280454,promoted_from_kg,32631393,1,,,,Acute cardiac injury,Acute cardiac injury,claude_api,HIGH,,,
ARDS_POI:02486,pulmonary-diffusion-impairment,Pulmonary diffusion impairment,POI_outcome,,,,DOID:9206,D011653,C0035229,promoted_from_kg,12493646,1,,,,Diffusion Impairment,Pulmonary diffusion impairment,claude_api,HIGH,,,
ARDS_POI:02487,airflow-obstruction,Airflow obstruction,POI_outcome,,,,DOID:0060521,D000402,C0020576,promoted_from_kg,12493646,1,,,,Airflow Obstruction,Airflow obstruction,claude_api,HIGH,,,
ARDS_POI:02488,chest-wall-restriction,Chest wall restriction,POI_outcome,,,,,D035882,C0235779,promoted_from_kg,12493646,1,,,,Chest wall restriction,Chest wall restriction,claude_api,HIGH,,,
ARDS_POI:02495,high-respiratory-rate-ventilation,High respiratory rate ventilation,POI_intervention,,,,DOID:0050486,D059246,C0231835,promoted_from_kg,17568331,1,,,,Tachypnea,High respiratory rate ventilation,claude_api,HIGH,,,
